1099,"Oslo Blue-Tech",,"Tengeri IT","Oslo, NO",,,82,Giga-Batch-01,new,"2026-04-29 20:55:51"
1100,"Lisbon Web-Defend",,"Web biztonság","Lisbon, PT",,,84,Giga-Batch-01,new,"2026-04-29 20:55:51"
1101,"Madrid Core-IT",,"Vállalati hálózatok","Madrid, ES",,,80,Giga-Batch-01,new,"2026-04-29 20:55:51"
1102,"Vienna Logic Systems",,"Szoftver architektúra","Vienna, AT",,,86,Giga-Batch-01,new,"2026-04-29 20:55:51"
1103,"Prague Nano-Tech",,"Nanotechnológia","Prague, CZ",,,88,Giga-Batch-01,new,"2026-04-29 20:55:51"
1104,"Warsaw Data Guard",,"Adatmentés","Warsaw, PL",,,85,Giga-Batch-01,new,"2026-04-29 20:55:51"
1105,"Tallinn E-Gov Tech",,"Digitális közigazgatás","Tallinn, EE",,,95,Giga-Batch-01,new,"2026-04-29 20:55:51"
1106,"Athens Smart Grid",,"Okos hálózatok","Athens, GR",,,80,Giga-Batch-01,new,"2026-04-29 20:55:51"
1107,"Seoul Giga-Chip",,"Félvezető tervezés","Seoul, KR",,,97,Giga-Batch-01,new,"2026-04-29 20:55:51"
1108,"Sydney Aero-Data",,"Légiforgalmi IT","Sydney, AU",,,89,Giga-Batch-01,new,"2026-04-29 20:55:51"
1109,"Bangalore Code-Hub",,"Szoftver outsourcing","Bangalore, IN",,,82,Giga-Batch-01,new,"2026-04-29 20:55:51"
1110,"Mumbai Fintech Lab",,"Fizetési megoldások","Mumbai, IN",,,85,Giga-Batch-01,new,"2026-04-29 20:55:51"
1111,"Cape Town Tech-Connect",,"Távközlés","Cape Town, ZA",,,78,Giga-Batch-01,new,"2026-04-29 20:55:51"
1112,"Sao Paulo Digital",,"Digitális transzformáció","Sao Paulo, BR",,,80,Giga-Batch-01,new,"2026-04-29 20:55:51"
1113,"Mexico City Cyber",,"Hálózati audit","Mexico City, MX",,,82,Giga-Batch-01,new,"2026-04-29 20:55:51"
1114,"Silicon Forest AI",,"Erdészeti AI","Portland, OR",,,84,Giga-Batch-01,new,"2026-04-29 20:55:51"
1115,"Desert Valley Tech",,"Sivatagi technológia","Phoenix, AZ",,,80,Giga-Batch-01,new,"2026-04-29 20:55:51"
1116,"Empire State Bio",,Bioinformatika,"New York, NY",,,90,Giga-Batch-01,new,"2026-04-29 20:55:51"
1117,"Golden Gate Crypto",,"Web3 megoldások","San Francisco, CA",,,95,Giga-Batch-01,new,"2026-04-29 20:55:51"
1118,"Bay Area Bio-Nexus",,"Genetikai adatok","San Jose, CA",,,92,Giga-Batch-01,new,"2026-04-29 20:55:51"
1119,"Boston Robotics SME",,"Kutató robotok","Boston, MA",,,96,Giga-Batch-01,new,"2026-04-29 20:55:51"
1120,"Zürich Quantum Sensors",,Kvantumtechnika,"Zürich, CH",,,98,Giga-500,new,"2026-04-29 20:56:07"
1122,"Geneva Cyber Watch",,"Kiberbiztonság","Geneva, CH",,,92,Giga-500,new,"2026-04-29 20:56:07"
1123,"Bern Deep-Learning AG",,"AI Fejlesztés","Bern, CH",,,88,Giga-500,new,"2026-04-29 20:56:07"
1124,"Lucerne Robotics SME",,"Automatizálás","Lucerne, CH",,,85,Giga-500,new,"2026-04-29 20:56:07"
1125,"Zug Crypto Nexus",,Blockchain,"Zug, CH",,,96,Giga-500,new,"2026-04-29 20:56:07"
1126,"Lausanne Nano-Tech",,Mikroelektronika,"Lausanne, CH",,,90,Giga-500,new,"2026-04-29 20:56:07"
1127,"Winterthur Smart Fab",,"Ipar 4.0","Winterthur, CH",,,82,Giga-500,new,"2026-04-29 20:56:07"
1130,"Austin Shield IT",,"Hálózatvédelem","Austin, TX",,,95,Giga-500,new,"2026-04-29 20:56:07"
1131,"Palo Alto AI Labs",,"Gépi tanulás","Palo Alto, CA",,,98,Giga-500,new,"2026-04-29 20:56:07"
1132,"Boston Med-Robotics",,"Orvosi robotika","Boston, MA",,,94,Giga-500,new,"2026-04-29 20:56:07"
1133,"Seattle Cloud Forge",,"SaaS Infrastruktúra","Seattle, WA",,,90,Giga-500,new,"2026-04-29 20:56:07"
1137,"Atlanta Fin-Data",,"Pénzügyi adatok","Atlanta, GA",,,85,Giga-500,new,"2026-04-29 20:56:07"
1138,"Silicon Prairie App",,"Szoftverfejlesztés","Lincoln, NE",,,78,Giga-500,new,"2026-04-29 20:56:07"
1139,"Detroit EV-Logics",,"Akku technológia","Detroit, MI",,,92,Giga-500,new,"2026-04-29 20:56:07"
1141,"JAFZA Trade AI",,"Logisztikai algoritmus","Dubai, JAFZA",,,88,Giga-500,new,"2026-04-29 20:56:07"
1142,"Business Bay Fintech",,"Digitális bankolás","Dubai, BB",,,90,Giga-500,new,"2026-04-29 20:56:07"
1143,"DIFC Legal-Tech SME",,"Jogi szoftverek","Dubai, DIFC",,,85,Giga-500,new,"2026-04-29 20:56:07"
1144,"Marina Marina Data",,"Adatbányászat","Dubai, Marina",,,82,Giga-500,new,"2026-04-29 20:56:07"
1145,"Sharjah Clean-Tech",,"Környezetvédelem",Sharjah,,,80,Giga-500,new,"2026-04-29 20:56:07"
1147,"Al Reem Crypto Lab",,"Tokenizáció","Abu Dhabi",,,92,Giga-500,new,"2026-04-29 20:56:07"
1149,"Ajman Textile AI",,"Gyártásautomatizálás",Ajman,,,72,Giga-500,new,"2026-04-29 20:56:07"
1150,"Tolna-Tech Precision",,"Fémmegmunkálás","Tolna, HU",,,92,Giga-500,new,"2026-04-29 20:56:07"
1151,"Paks Digital Energy",,"Vezérléstechnika","Paks, HU",,,95,Giga-500,new,"2026-04-29 20:56:07"
1152,"Szekszárd Agri-Bot",,"Mezőgazdasági robot","Szekszárd, HU",,,88,Giga-500,new,"2026-04-29 20:56:07"
1153,"Budapest Cyber Guard",,"Kiberbiztonság","Budapest, HU",,,94,Giga-500,new,"2026-04-29 20:56:07"
1154,"Győr Auto-Nexus",,"Autóipari beszállító","Győr, HU",,,85,Giga-500,new,"2026-04-29 20:56:07"
1155,"Debrecen Cloud Lab",,"IT outsourcing","Debrecen, HU",,,82,Giga-500,new,"2026-04-29 20:56:07"
1156,"Pécs Med-Innovator",,"Egészségügyi tech","Pécs, HU",,,80,Giga-500,new,"2026-04-29 20:56:07"
1157,"Veszprém Smart City",,"Városüzemeltetés","Veszprém, HU",,,84,Giga-500,new,"2026-04-29 20:56:07"
1158,"Szeged Bio-Logic",,"Biotech kutatás","Szeged, HU",,,86,Giga-500,new,"2026-04-29 20:56:07"
1159,"Miskolc Industry 4.0",,"Gépgyártás","Miskolc, HU",,,78,Giga-500,new,"2026-04-29 20:56:07"
1160,"London Neural Works",,"AI Research","London, UK",,,96,Giga-500,new,"2026-04-29 20:56:07"
1162,"Munich Auto-AI",,"Önvezető tech","Munich, DE",,,94,Giga-500,new,"2026-04-29 20:56:07"
1163,"Paris Fin-Secure",,"Biztonságos fizetés","Paris, FR",,,88,Giga-500,new,"2026-04-29 20:56:07"
1164,"Amsterdam Port-Tech",,Logisztika,"Amsterdam, NL",,,85,Giga-500,new,"2026-04-29 20:56:07"
1165,"Stockholm Nordic IT",,"SaaS megoldások","Stockholm, SE",,,92,Giga-500,new,"2026-04-29 20:56:07"
1166,"Oslo Blue-Data",,"Tengeri kutatás","Oslo, NO",,,82,Giga-500,new,"2026-04-29 20:56:07"
1167,"Helsinki Game-Tech",,Szoftvermotorok,"Helsinki, FI",,,80,Giga-500,new,"2026-04-29 20:56:07"
1168,"Copenhagen Eco-Apps",,"Zöld szoftverek","Copenhagen, DK",,,84,Giga-500,new,"2026-04-29 20:56:07"
1169,"Vienna Logic Labs",,"AI Audit","Vienna, AT",,,86,Giga-500,new,"2026-04-29 20:56:07"
1170,"Tokyo Robo-Unit",,"Humanoid Tech","Tokyo, JP",,,95,Giga-500,new,"2026-04-29 20:56:07"
1171,"Seoul Giga-Storage",,"Adattárolás","Seoul, KR",,,92,Giga-500,new,"2026-04-29 20:56:07"
1172,"Singapore Safe-Node",,"Blockchain infra","Singapore, SG",,,94,Giga-500,new,"2026-04-29 20:56:07"
1173,"Sydney Aero-Cloud",,"Légi irányítás IT","Sydney, AU",,,88,Giga-500,new,"2026-04-29 20:56:07"
1174,"Toronto Quantum-Bio",,"Drug Discovery","Toronto, CA",,,96,Giga-500,new,"2026-04-29 20:56:07"
1175,"Tel Aviv Cyber-Core",,"Offenzív biztonság","Tel Aviv, IL",,,98,Giga-500,new,"2026-04-29 20:56:07"
1176,"Dublin Enterprise IT",,"Vállalati szoftver","Dublin, IE",,,85,Giga-500,new,"2026-04-29 20:56:07"
1177,"Lisbon Web-Systems",,"Frontend Tech","Lisbon, PT",,,82,Giga-500,new,"2026-04-29 20:56:07"
1178,"Madrid Core-Data",,"Adatbázis menedzsment","Madrid, ES",,,80,Giga-500,new,"2026-04-29 20:56:07"
1179,"Rome Smart Heritage",,"Kulturális Tech","Rome, IT",,,75,Giga-500,new,"2026-04-29 20:56:07"
1180,"Munich Robo-Systems",,"Automatizálás","Munich, DE",,,92,Batch-1666,new,"2026-04-29 20:56:37"
1181,"Stuttgart Auto-Design",,"Mérnöki tervezés","Stuttgart, DE",,,88,Batch-1666,new,"2026-04-29 20:56:37"
1182,"Berlin Cloud-Safe",,"Adatvédelem","Berlin, DE",,,85,Batch-1666,new,"2026-04-29 20:56:37"
1183,"Vienna Logic Hub",,"IT Tanácsadás","Vienna, AT",,,82,Batch-1666,new,"2026-04-29 20:56:37"
1184,"Salzburg Bio-Labs",,"Biotechnológia","Salzburg, AT",,,80,Batch-1666,new,"2026-04-29 20:56:37"
1185,"Linz Steel-Digital",,"Ipari Szoftver","Linz, AT",,,84,Batch-1666,new,"2026-04-29 20:56:37"
1186,"Graz Mobility AI",,"Önvezető rendszerek","Graz, AT",,,90,Batch-1666,new,"2026-04-29 20:56:37"
1187,"Hamburg Port-Logics",,"Kikötői technológia","Hamburg, DE",,,86,Batch-1666,new,"2026-04-29 20:56:37"
1188,"Leipzig Data-Forge",,"Adatbányászat","Leipzig, DE",,,78,Batch-1666,new,"2026-04-29 20:56:37"
1189,"Dresden Micro-Core",,"Félvezetők","Dresden, DE",,,94,Batch-1666,new,"2026-04-29 20:56:37"
1190,"Boston Neuro-Tech",,"Orvosi kutatás","Boston, MA",,,95,Batch-1666,new,"2026-04-29 20:56:37"
1191,"New York Fin-Algo",,"Algoritmikus kereskedés","New York, NY",,,98,Batch-1666,new,"2026-04-29 20:56:37"
1192,"Philly Bio-Nex",,Genomika,"Philadelphia, PA",,,92,Batch-1666,new,"2026-04-29 20:56:37"
1193,"Chicago Smart-Steel",,"Fémmegmunkálás IT","Chicago, IL",,,85,Batch-1666,new,"2026-04-29 20:56:37"
1194,"Detroit Battery-Lab",,"Energiatárolás","Detroit, MI",,,91,Batch-1666,new,"2026-04-29 20:56:37"
1195,"Cleveland Aero-Parts",,"Repülőgépipar","Cleveland, OH",,,80,Batch-1666,new,"2026-04-29 20:56:37"
1196,"Atlanta Cyber-Gate",,"Hálózati biztonság","Atlanta, GA",,,88,Batch-1666,new,"2026-04-29 20:56:37"
1197,"Miami Web3-Nexus",,"Blockchain Infra","Miami, FL",,,86,Batch-1666,new,"2026-04-29 20:56:37"
1198,"Charlotte Data-Vault",,Szerverpark,"Charlotte, NC",,,84,Batch-1666,new,"2026-04-29 20:56:37"
1199,"Raleigh Med-Systems",,"Klinikai szoftver","Raleigh, NC",,,89,Batch-1666,new,"2026-04-29 20:56:37"
1200,"Tolna-Solar Control",,"Megújuló energia","Tolna, HU",,,90,Batch-1666,new,"2026-04-29 20:56:37"
1201,"Szekszárd Wine-Logistics",,"Speciális szállítás","Szekszárd, HU",,,75,Batch-1666,new,"2026-04-29 20:56:37"
1202,"Paks Hydro-Engineer",,"Vízépítési mérnökök","Paks, HU",,,82,Batch-1666,new,"2026-04-29 20:56:37"
1203,"Bonyhád Shoe-Tech",,"Könnyűipari digit","Bonyhád, HU",,,70,Batch-1666,new,"2026-04-29 20:56:37"
1204,"Dombóvár Rail-Systems",,"Vasút automatizálás","Dombóvár, HU",,,78,Batch-1666,new,"2026-04-29 20:56:37"
1205,"Budapest AI-Core",,"Nyelvi modellek","Budapest, HU",,,95,Batch-1666,new,"2026-04-29 20:56:37"
1206,"Debrecen Nano-Sensor",,Szenzortechnika,"Debrecen, HU",,,88,Batch-1666,new,"2026-04-29 20:56:37"
1207,"Győr Mechatron-Elite",,"Gépgyártás","Győr, HU",,,92,Batch-1666,new,"2026-04-29 20:56:37"
1208,"Kecskemét Auto-Smart",,"Gyártósori AI","Kecskemét, HU",,,85,Batch-1666,new,"2026-04-29 20:56:37"
1209,"Szeged Laser-Bio",,Optika/Biotech,"Szeged, HU",,,84,Batch-1666,new,"2026-04-29 20:56:37"
1210,"Tel Aviv Drone-Ops",,"Dróntechnológia","Tel Aviv, IL",,,96,Batch-1666,new,"2026-04-29 20:56:37"
1211,"Singapore Safe-Audit",,"Pénzügyi ellenőrzés","Singapore, SG",,,94,Batch-1666,new,"2026-04-29 20:56:37"
1212,"Tokyo Humanoid-X",,Robotika,"Tokyo, JP",,,95,Batch-1666,new,"2026-04-29 20:56:37"
1213,"Seoul Giga-Screen",,"Kijelző technológia","Seoul, KR",,,90,Batch-1666,new,"2026-04-29 20:56:37"
1214,"Bangalore App-Factory",,"Mobil fejlesztés","Bangalore, IN",,,82,Batch-1666,new,"2026-04-29 20:56:37"
1215,"Dublin Tax-Tech",,"Jogi szoftverek","Dublin, IE",,,85,Batch-1666,new,"2026-04-29 20:56:37"
1216,"Tallinn E-Vault",,"Digitális állampolgárság","Tallinn, EE",,,92,Batch-1666,new,"2026-04-29 20:56:37"
1217,"Oslo Deep-Marine",,"Vízalatti kutatás","Oslo, NO",,,88,Batch-1666,new,"2026-04-29 20:56:37"
1218,"Amsterdam Agri-Flow",,"Vertikális farm tech","Amsterdam, NL",,,84,Batch-1666,new,"2026-04-29 20:56:37"
1219,"Toronto Quantum-Key",,"Kriptográfia","Toronto, CA",,,97,Batch-1666,new,"2026-04-29 20:56:37"
1220,"Szabó 1 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1221,"Varga 2 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1222,"Horváth 3 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1223,"Németh 4 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1224,"Kovács 5 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1225,"Szabó 6 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1226,"Varga 7 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1227,"Horváth 8 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1228,"Németh 9 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1229,"Kovács 10 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1230,"Szabó 11 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1231,"Varga 12 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1232,"Horváth 13 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1233,"Németh 14 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1234,"Kovács 15 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1235,"Szabó 16 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1236,"Varga 17 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1237,"Horváth 18 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1238,"Németh 19 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1239,"Kovács 20 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1240,"Szabó 21 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1241,"Varga 22 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1242,"Horváth 23 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1243,"Németh 24 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1244,"Kovács 25 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1245,"Szabó 26 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1246,"Varga 27 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1247,"Horváth 28 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1248,"Németh 29 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1249,"Kovács 30 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1250,"Szabó 31 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1251,"Varga 32 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1252,"Horváth 33 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1253,"Németh 34 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1254,"Kovács 35 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1255,"Szabó 36 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1256,"Varga 37 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1257,"Horváth 38 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1258,"Németh 39 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1259,"Kovács 40 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1260,"Szabó 41 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1261,"Varga 42 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1262,"Horváth 43 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1263,"Németh 44 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1264,"Kovács 45 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1265,"Szabó 46 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1266,"Varga 47 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1267,"Horváth 48 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1268,"Németh 49 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1269,"Kovács 50 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1270,"Szabó 51 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1271,"Varga 52 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1272,"Horváth 53 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1273,"Németh 54 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1274,"Kovács 55 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1275,"Szabó 56 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1276,"Varga 57 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1277,"Horváth 58 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1278,"Németh 59 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1279,"Kovács 60 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1280,"Szabó 61 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1281,"Varga 62 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1282,"Horváth 63 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1283,"Németh 64 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1284,"Kovács 65 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1285,"Szabó 66 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1286,"Varga 67 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1287,"Horváth 68 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1288,"Németh 69 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1289,"Kovács 70 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1290,"Szabó 71 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1291,"Varga 72 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1292,"Horváth 73 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1293,"Németh 74 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1294,"Kovács 75 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1295,"Szabó 76 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1296,"Varga 77 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1297,"Horváth 78 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1298,"Németh 79 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1299,"Kovács 80 EV - Villamosmérnök",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1300,"Szabó 81 Tech-Consult",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1301,"Varga 82 Automation Partner",,"Egyéni Vállalkozó / Szakértő","Szekszárd, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1302,"Horváth 83 Energetikai Szakértő",,"Egyéni Vállalkozó / Szakértő","Budapest, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1303,"Németh 84 Rendszergazda",,"Egyéni Vállalkozó / Szakértő","Tolna, HU",,,85,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
